모델명,제조/수입사,차종,유형,자동차형식,연료종류,배기량,변속형식,복합모드_CO2,복합_연비,등급,,행 레이블,평균 : 복합_연비,
쏘렌토 2.2디젤 2WD 6인 18인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,133,14.30 ,2등급,TRUE,,,
쏘렌토 2.2디젤 2WD 5인 18인치타이어 (빌트인캠),기아,승용차,다목적형,내연기관,경유,2151,자동8,134,14.20 ,2등급,TRUE,,,
쏘렌토 2.2디젤 2WD 6인 18인치타이어 (빌트인캠),기아,승용차,다목적형,내연기관,경유,2151,자동8,134,14.20 ,2등급,TRUE,,,
아반떼 1.6 가솔린 15인치 타이어,현대,승용차,일반형,내연기관,휘발유,1598,무단변속,106,15.40 ,2등급,TRUE,,,
쏘렌토 2.2디젤 4WD 5인 20인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,147,13.00 ,3등급,TRUE,,,
쏘렌토 2.2디젤 4WD 6인 20인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,147,13.00 ,3등급,TRUE,,,
쏘렌토 2.2디젤 4WD 5인 18인치타이어 (빌트인캠),기아,승용차,다목적형,내연기관,경유,2151,자동8,144,13.30 ,3등급,TRUE,,,
쏘렌토 2.2디젤 4WD 6인 18인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,144,13.30 ,3등급,TRUE,,,
쏘렌토 2.2디젤 2WD 5인 20인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,139,13.70 ,3등급,TRUE,,,
쏘렌토 2.2디젤 2WD 6인 20인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,139,13.70 ,3등급,TRUE,,,
쏘렌토 2.2디젤 4WD 7인 20인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,147,13.00 ,3등급,TRUE,,,
쏘렌토 2.2디젤 4WD 7인 18인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,144,13.30 ,3등급,TRUE,,,
쏘렌토 2.2디젤 4WD 5인 18인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,137,13.90 ,2등급,TRUE,,,
쏘렌토 2.2디젤 2WD 7인 20인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,139,13.70 ,3등급,TRUE,,,
쏘렌토 2.2디젤 2WD 7인 18인치타이어,기아,승용차,다목적형,내연기관,경유,2151,자동8,133,14.30 ,2등급,TRUE,,,
쏘렌토 2.2디젤 2WD 7인 18인치타이어 (빌트인캠),기아,승용차,다목적형,내연기관,경유,2151,자동8,134,14.20 ,2등급,TRUE,,,
Mercedes-Benz GLE 450 4MATIC,벤츠,승용차,다목적형,하이브리드,휘발유,2999,자동9,200,8.70 ,5등급,TRUE,,,
아반떼 1.6 LPI 17인치 타이어,현대,승용차,일반형,내연기관,LPG,1591,자동6,126,10.30 ,4등급,TRUE,,,
아반떼 1.6 LPI 16인치 타이어,현대,승용차,일반형,내연기관,LPG,1591,자동6,123,10.50 ,4등급,TRUE,,,
아반떼 1.6 LPI 15인치 타이어,현대,승용차,일반형,내연기관,LPG,1591,자동6,122,10.60 ,4등급,TRUE,,,
"쏘렌토 1.6T-GDI 하이브리드 2WD 5인 17""(빌트인캠)",기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,108,15.00 ,2등급,TRUE,,,
"쏘렌토 1.6T-GDI 하이브리드 2WD 6인 17""(빌트인캠)",기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,108,15.00 ,2등급,TRUE,,,
쏘렌토 1.6T-GDI 하이브리드 2WD 5인 17인치타이어,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,106,15.30 ,2등급,TRUE,,,
쏘렌토 1.6T-GDI 하이브리드 2WD 6인 17인치타이어,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,106,15.30 ,2등급,TRUE,,,
쏘렌토 1.6T-GDI 하이브리드 4WD 5인 19인치타이어,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,124,13.20 ,3등급,TRUE,,,
쏘렌토 1.6T-GDI 하이브리드 4WD 6인 19인치타이어,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,124,13.20 ,3등급,TRUE,,,
쏘렌토 1.6T-GDI 하이브리드 4WD 5인 17인치타이어,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,120,13.70 ,3등급,TRUE,,,
쏘렌토 1.6T-GDI 하이브리드 4WD 6인 17인치타이어,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,120,13.70 ,3등급,TRUE,,,
쏘렌토 1.6T-GDI 하이브리드 2WD 5인 19인치타이어,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,115,14.30 ,2등급,TRUE,,,
쏘렌토 1.6T-GDI 하이브리드 2WD 6인 19인치타이어,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,115,14.30 ,2등급,TRUE,,,
쏘렌토 1.6T-GDI 하이브리드 4WD 7인 19인치타이어,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,124,13.20 ,3등급,TRUE,,,
쏘렌토 1.6T-GDI 하이브리드 4WD 7인 17인치타이어,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,120,13.70 ,3등급,TRUE,,,
쏘렌토 1.6T-GDI 하이브리드 2WD 7인 19인치타이어,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,115,14.30 ,2등급,TRUE,,,
"쏘렌토 1.6T-GDI 하이브리드 2WD 7인 17""(빌트인캠)",기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,108,15.00 ,2등급,TRUE,,,
Mercedes-AMG C 43 4MATIC,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,202,8.70 ,5등급,TRUE,,,
쏘렌토 1.6T-GDI 하이브리드 2WD 7인 17인치타이어,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,106,15.30 ,2등급,TRUE,,,
Continental GT V8,벤틀리,승용차,일반형,내연기관,휘발유,3996,자동8,238,7.40 ,5등급,TRUE,,,
페라리 812 GTS,페라리,승용차,일반형,내연기관,휘발유,6496,자동7,337,5.30 ,5등급,TRUE,,,
e-tron 55 quattro,아우디,승용차,다목적형,전기(MCT),전기,,없음,0,3.00 ,5등급,TRUE,,,
GV80 2.5T-GDI AWD 5인 19인치타이어 (빌트인캠),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,194,8.80 ,5등급,TRUE,,,
GV80 2.5T-GDI AWD 5인 19인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,190,9.00 ,5등급,TRUE,,,
GV80 2.5T-GDI AWD 5인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,199,8.60 ,5등급,TRUE,,,
GV80 2.5T-GDI AWD 7인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,202,8.50 ,5등급,TRUE,,,
GV80 2.5T-GDI 2WD 5인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,188,9.10 ,5등급,TRUE,,,
GV80 2.5T-GDI 2WD 5인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,188,9.10 ,5등급,TRUE,,,
GV80 2.5T-GDI 2WD 7인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,188,9.10 ,5등급,TRUE,,,
GV80 3.5T-GDI AWD 5인 20인치타이어 (빌트인캠),현대,승용차,다목적형,내연기관,휘발유,3470,자동8,221,7.80 ,5등급,TRUE,,,
GV80 3.5T-GDI AWD 5인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,221,7.80 ,5등급,TRUE,,,
GV80 3.5T-GDI AWD 7인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,221,7.80 ,5등급,TRUE,,,
GV80 3.5T-GDI 2WD 7인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,205,8.40 ,5등급,TRUE,,,
GV80 3.5T-GDI 2WD 5인 20인치타이어 (빌트인캠),현대,승용차,다목적형,내연기관,휘발유,3470,자동8,205,8.40 ,5등급,TRUE,,,
GV80 3.5T-GDI AWD 5인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,215,8.00 ,5등급,TRUE,,,
GV80 3.5T-GDI 2WD 7인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,210,8.20 ,5등급,TRUE,,,
GV80 3.5T-GDI 2WD 5인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,205,8.40 ,5등급,TRUE,,,
GV80 3.5T-GDI AWD 7인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,221,7.80 ,5등급,TRUE,,,
GV80 3.5T-GDI 2WD 5인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,199,8.60 ,5등급,TRUE,,,
GV80 2.5T-GDI AWD 7인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,202,8.50 ,5등급,TRUE,,,
G80 2.2디젤 2WD 18인치타이어,현대,승용차,일반형,내연기관,경유,2151,자동8,130,14.60 ,2등급,TRUE,,,
GV80 2.5T-GDI AWD 7인 19인치타이어 (빌트인캠),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,194,8.80 ,5등급,TRUE,,,
GV80 2.5T-GDI AWD 7인 19인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,190,9.00 ,5등급,TRUE,,,
GV80 2.5T-GDI AWD 5인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,199,8.60 ,5등급,TRUE,,,
GV80 2.5T-GDI 2WD 7인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,188,9.10 ,5등급,TRUE,,,
GV80 2.5T-GDI 2WD 7인 19인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,183,9.30 ,5등급,TRUE,,,
GV80 2.5T-GDI 2WD 5인 19인치타이어 (빌트인캠),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,179,9.50 ,4등급,TRUE,,,
GV80 2.5T-GDI 2WD 5인승 19인치 타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,175,9.70 ,4등급,TRUE,,,
S8L TFSI,아우디,승용차,일반형,하이브리드,휘발유,3996,자동8,246,7.20 ,5등급,TRUE,,,
LEAF PLUS,닛산,승용차,일반형,전기(MCT),전기,,없음,0,4.80 ,3등급,TRUE,,,
LEAF,닛산,승용차,일반형,전기(MCT),전기,,없음,0,5.20 ,2등급,TRUE,,,
G80 2.2디젤 AWD 19인치타이어,현대,승용차,일반형,내연기관,경유,2151,자동8,151,12.70 ,3등급,TRUE,,,
G80 2.2디젤 AWD 18인치 (빌트인캠),현대,승용차,일반형,내연기관,경유,2151,자동8,147,13.00 ,3등급,TRUE,,,
G80 2.2디젤 AWD 18인치타이어,현대,승용차,일반형,내연기관,경유,2151,자동8,147,13.00 ,3등급,TRUE,,,
G80 2.2디젤 2WD 19인치타이어,현대,승용차,일반형,내연기관,경유,2151,자동8,132,14.40 ,2등급,TRUE,,,
G80 2.2디젤 2WD 18인치 (빌트인캠),현대,승용차,일반형,내연기관,경유,2151,자동8,132,14.40 ,2등급,TRUE,,,
아반떼 1.6 가솔린 15인치 타이어(MT),현대,승용차,일반형,내연기관,휘발유,1598,수동6,115,14.40 ,2등급,TRUE,,,
아반떼 1.6 가솔린 17인치 타이어,현대,승용차,일반형,내연기관,휘발유,1598,무단변속,114,14.50 ,2등급,TRUE,,,
아반떼 1.6 가솔린 16인치 타이어,현대,승용차,일반형,내연기관,휘발유,1598,무단변속,110,14.90 ,2등급,TRUE,,,
BMW X6 M,BMW,승용차,다목적형,내연기관,휘발유,4395,자동8,256,6.80 ,5등급,TRUE,,,
D2P,쎄미시스코,화물차,화물,전기,전기,,없음,0,5.20 ,초소형,TRUE,,,
CR-V HYBRID 4WD,혼다,승용차,다목적형,하이브리드,휘발유,1993,무단변속,112,14.50 ,2등급,TRUE,,,
BMW M8 Gran Coupe,BMW,승용차,일반형,내연기관,휘발유,4395,자동8,237,7.30 ,5등급,TRUE,,,
티볼리 1.6 디젤 2WD 6AT SCR 16인치 타이어,케이지모빌리티,승용차,기타형,내연기관,경유,1597,자동6,124,15.20 ,2등급,TRUE,,,
티볼리 1.6 디젤 2WD 6AT SCR 18인치 타이어,케이지모빌리티,승용차,기타형,내연기관,경유,1597,자동6,127,14.90 ,2등급,TRUE,,,
티볼리 1.6 디젤 AWD 6AT SCR,케이지모빌리티,승용차,기타형,내연기관,경유,1597,자동6,137,13.90 ,2등급,TRUE,,,
티볼리 가솔린 1.5 MT 2WD 기준4,케이지모빌리티,승용차,기타형,내연기관,휘발유,1497,수동6,131,12.50 ,3등급,TRUE,,,
티볼리 가솔린 1.5 AT 2WD 저공해3종 16인치 타이어,케이지모빌리티,승용차,기타형,내연기관,휘발유,1497,자동6,138,12.00 ,3등급,TRUE,,,
티볼리 가솔린 1.5 AT 2WD 저공해3종 18인치 타이어,케이지모빌리티,승용차,기타형,내연기관,휘발유,1497,자동6,140,11.80 ,3등급,TRUE,,,
티볼리 가솔린 1.5 AT AWD 저공해3종,케이지모빌리티,승용차,기타형,내연기관,휘발유,1497,자동6,154,10.80 ,4등급,TRUE,,,
코란도 1.6 디젤 6MT 2WD SCR,케이지모빌리티,승용차,다목적형,내연기관,경유,1597,수동6,120,15.60 ,2등급,TRUE,,,
코란도 1.6 디젤 6AT 2WD SCR 17인치 타이어,케이지모빌리티,승용차,다목적형,내연기관,경유,1597,자동6,130,14.60 ,2등급,TRUE,,,
코란도 1.6 디젤 6AT 2WD SCR 19인치 타이어,케이지모빌리티,승용차,다목적형,내연기관,경유,1597,자동6,131,14.50 ,2등급,TRUE,,,
코란도 1.6 디젤 6AT AWD SCR,케이지모빌리티,승용차,다목적형,내연기관,경유,1597,자동6,135,14.10 ,2등급,TRUE,,,
Mercedes-AMG G 63,벤츠,승용차,다목적형,내연기관,휘발유,3982,자동9,301,5.90 ,5등급,TRUE,,,
코란도 가솔린 1.5 AT 2WD 저공해3종 17인치,케이지모빌리티,승용차,다목적형,내연기관,휘발유,1497,자동6,144,11.50 ,4등급,TRUE,,,
코란도 가솔린 1.5 AT 2WD 저공해3종 19인치,케이지모빌리티,승용차,다목적형,내연기관,휘발유,1497,자동6,147,11.30 ,4등급,TRUE,,,
코란도 가솔린 1.5 AT 4WD 저공해3종,케이지모빌리티,승용차,다목적형,내연기관,휘발유,1497,자동6,159,10.50 ,4등급,TRUE,,,
벨로스터 N 2.0T-GDI_8DCT,현대,승용차,일반형,내연기관,휘발유,1998,자동8,167,10.20 ,4등급,TRUE,,,
"XM3 1.6 (16"" tire)",르노코리아자동차(주),승용차,기타형,내연기관,휘발유,1598,무단변속,123,13.40 ,3등급,TRUE,,,
Mercedes-Benz A 250 4MATIC,벤츠,승용차,일반형,내연기관,휘발유,1991,자동7,148,11.60 ,3등급,TRUE,,,
렉서스 RX450hL,토요타,승용차,다목적형,하이브리드,휘발유,3456,무단변속,134,12.30 ,3등급,TRUE,,,
렉서스 RX450hL,토요타,승용차,다목적형,하이브리드,휘발유,3456,무단변속,134,12.30 ,3등급,TRUE,,,
디스커버리 스포츠 P250,랜드로버,승용차,다목적형,내연기관,휘발유,1997,자동9,203,8.20 ,5등급,TRUE,,,
GV80 3.0디젤 AWD 7인 20인치타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,184,10.60 ,4등급,TRUE,,,
GV80 3.0디젤 AWD 7인 20인치타이어(DS),현대,승용차,다목적형,내연기관,경유,2996,자동8,184,10.60 ,4등급,TRUE,,,
GV80 3.0디젤 AWD 7인 22인치타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,184,10.60 ,4등급,TRUE,,,
GV80 3.0디젤 AWD 5인 22인치타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,184,10.60 ,4등급,TRUE,,,
GV80 3.0디젤 2WD 7인 19인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,173,11.20 ,4등급,TRUE,,,
GV80 3.0디젤 2WD 7인 19인치 타이어(DS),현대,승용차,다목적형,내연기관,경유,2996,자동8,173,11.20 ,4등급,TRUE,,,
GV80 3.0디젤 2WD 7인 20인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,173,11.20 ,4등급,TRUE,,,
GV80 3.0디젤 2WD 7인 20인치 타이어(DS),현대,승용차,다목적형,내연기관,경유,2996,자동8,173,11.20 ,4등급,TRUE,,,
GV80 3.0디젤 2WD 7인 22인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,173,11.20 ,4등급,TRUE,,,
GV80 3.0디젤 2WD 5인 19인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,164,11.80 ,3등급,TRUE,,,
GV80 3.0디젤 2WD 5인 20인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,167,11.60 ,3등급,TRUE,,,
GV80 3.0디젤 2WD 5인 20인치 타이어(DS),현대,승용차,다목적형,내연기관,경유,2996,자동8,167,11.60 ,3등급,TRUE,,,
GV80 3.0디젤 2WD 5인 22인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,167,11.60 ,3등급,TRUE,,,
GV80 3.0디젤 AWD 5인 20인치타이어(DS),현대,승용차,다목적형,내연기관,경유,2996,자동8,184,10.60 ,4등급,TRUE,,,
GV80 3.0디젤 AWD 5인 20인치타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,184,10.60 ,4등급,TRUE,,,
GV80 3.0디젤 AWD 5인 19인치타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,179,10.90 ,4등급,TRUE,,,
GV80 3.0디젤 AWD 5인 19인치타이어(DS),현대,승용차,다목적형,내연기관,경유,2996,자동8,179,10.90 ,4등급,TRUE,,,
GV80 3.0디젤 AWD 7인 19인치타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,179,10.90 ,4등급,TRUE,,,
GV80 3.0디젤 AWD 5인 22인치타이어(DS),현대,승용차,다목적형,내연기관,경유,2996,자동8,184,10.60 ,4등급,TRUE,,,
GV80 3.0디젤 2WD 7인 22인치 타이어(DS),현대,승용차,다목적형,내연기관,경유,2996,자동8,173,11.20 ,4등급,TRUE,,,
GV80 3.0디젤 2WD 5인 19인치 타이어(DS),현대,승용차,다목적형,내연기관,경유,2996,자동8,164,11.80 ,3등급,TRUE,,,
GV80 3.0디젤 2WD 5인 22인치 타이어(DS),현대,승용차,다목적형,내연기관,경유,2996,자동8,167,11.60 ,3등급,TRUE,,,
GV80 3.0디젤 AWD 7인 19인치타이어(DS),현대,승용차,다목적형,내연기관,경유,2996,자동8,179,10.90 ,4등급,TRUE,,,
GV80 3.0디젤 AWD 7인 22인치 타이어(DS),현대,승용차,다목적형,내연기관,경유,2996,자동8,188,10.40 ,4등급,TRUE,,,
Huracan EVO Spyder RWD,람보르기니,승용차,일반형,내연기관,휘발유,5204,자동7,304,5.80 ,5등급,TRUE,,,
Huracan EVO RWD,람보르기니,승용차,일반형,내연기관,휘발유,5204,자동7,292,6.10 ,5등급,TRUE,,,
CR-V HYBRID 4WD,혼다,승용차,다목적형,하이브리드,휘발유,1993,무단변속,112,14.50 ,2등급,TRUE,,,
짚 레니게이드 1.6,크라이슬러,승용차,다목적형,내연기관,경유,1598,자동6,120,15.60 ,2등급,TRUE,,,
CHEVROLET COLORADO RWD,GM,화물차,일반형,내연기관,휘발유,3649,자동8,210,8.30 ,5등급,TRUE,,,
CHEVROLET COLORADO AWD,GM,화물차,일반형,내연기관,휘발유,3649,자동8,216,8.10 ,5등급,TRUE,,,
G80 3.5T-GDI AWD 20인치타이어,현대,승용차,일반형,내연기관,휘발유,3470,자동8,207,8.40 ,5등급,TRUE,,,
G80 3.5T-GDI AWD 19인치 (빌트인캠),현대,승용차,일반형,내연기관,휘발유,3470,자동8,205,8.40 ,5등급,TRUE,,,
G80 3.5T-GDI AWD 19인치타이어,현대,승용차,일반형,내연기관,휘발유,3470,자동8,203,8.40 ,5등급,TRUE,,,
G80 3.5T-GDI 2WD 20인치타이어,현대,승용차,일반형,내연기관,휘발유,3470,자동8,188,9.10 ,5등급,TRUE,,,
G80 3.5T-GDI 2WD 19인치타이어,현대,승용차,일반형,내연기관,휘발유,3470,자동8,187,9.20 ,5등급,TRUE,,,
G80 3.5T-GDI 2WD 19인치 (빌트인캠),현대,승용차,일반형,내연기관,휘발유,3470,자동8,189,9.10 ,5등급,TRUE,,,
트레일블레이저 1.2 TURBO FWD,한국지엠,승용차,다목적형,내연기관,휘발유,1199,무단변속,135,12.60 ,3등급,TRUE,,,
트레일블레이저 1.2 TURBO FWD,한국지엠,승용차,다목적형,내연기관,휘발유,1199,무단변속,130,13.00 ,3등급,TRUE,,,
G80 2.5T-GDI AWD 20인치타이어,현대,승용차,일반형,내연기관,휘발유,2497,자동8,174,9.80 ,4등급,TRUE,,,
G80 2.5T-GDI AWD 19인치타이어,현대,승용차,일반형,내연기관,휘발유,2497,자동8,173,9.80 ,4등급,TRUE,,,
G80 2.5T-GDI AWD 18인치 (빌트인캠),현대,승용차,일반형,내연기관,휘발유,2497,자동8,171,9.90 ,4등급,TRUE,,,
G80 2.5T-GDI AWD 18인치타이어,현대,승용차,일반형,내연기관,휘발유,2497,자동8,167,10.10 ,4등급,TRUE,,,
G80 2.5T-GDI 2WD 20인치타이어,현대,승용차,일반형,내연기관,휘발유,2497,자동8,160,10.60 ,4등급,TRUE,,,
G80 2.5T-GDI 2WD 19인치타이어,현대,승용차,일반형,내연기관,휘발유,2497,자동8,160,10.60 ,4등급,TRUE,,,
G80 2.5T-GDI 2WD 18인치 (빌트인캠),현대,승용차,일반형,내연기관,휘발유,2497,자동8,158,10.70 ,4등급,TRUE,,,
G80 2.5T-GDI 2WD 18인치타이어,현대,승용차,일반형,내연기관,휘발유,2497,자동8,157,10.80 ,4등급,TRUE,,,
BMW X5 xDrive40i,BMW,승용차,다목적형,내연기관,휘발유,2998,자동8,216,8.00 ,5등급,TRUE,,,
Touareg 4.0 TDI,폭스바겐,승용차,다목적형,내연기관,경유,3956,자동8,216,9.10 ,5등급,TRUE,,,
Touareg 3.0 TDI,폭스바겐,승용차,다목적형,내연기관,경유,2967,자동8,188,10.30 ,4등급,TRUE,,,
Mercedes-Benz A 220 Sedan,벤츠,승용차,일반형,내연기관,휘발유,1991,자동7,135,12.70 ,3등급,TRUE,,,
Mercedes-Benz C 220 d 4MATIC,벤츠,승용차,일반형,내연기관,경유,1950,자동9,136,14.00 ,2등급,TRUE,,,
트레일블레이저 1.35 TURBO AWD,한국지엠,승용차,다목적형,내연기관,휘발유,1341,자동9,147,11.60 ,3등급,TRUE,,,
