ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,노선ID,노선번호,노선명,버스정류장ID,버스정류장명,승차승객수,하차승객수,작업일시
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001111,군포공영차고지,102,1,2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8002236,군포보건소,916,17,2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8501537,삼성마을5단지,681,27,2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8501538,복합화물터미널후문입구,"8,341",80,2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9886,안양컨트리클럽,"1,894",77,2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9904,용호고등학교,"6,300",151,2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9928,당동주공아파트,"2,469",486,2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9957,군포시평생학습원,"6,464",964,2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001753,군포초등학교,"7,693","1,054",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9987,당동우체국,"11,549","2,380",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),10003,군포역,"9,020","2,799",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),13403,군포중학교,"8,471","2,009",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001060,당동지하차도,"10,929","1,295",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001754,금정IC,"1,621","1,533",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001755,금정가구거리,"2,553","7,707",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9968,금정역,"4,726","15,018",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001757,산본1동,"3,999","1,883",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001758,산본고가도로,"1,818","1,615",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9912,미도아파트.메트로병원,"1,659","1,028",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9847,명학초교,"1,229","2,640",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001761,성결대.안양아트센터.명학역,"5,344","5,152",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9758,만안구청,"4,853","3,074",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9699,농림축산검역본부,"3,072","3,967",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9636,서안양우체국,"2,839","6,469",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9590,남부시장,"6,494","7,049",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001763,안양1번가안양역,"11,877","14,517",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001764,대동문고,"9,977","6,486",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9457,안양여중고,"2,857","4,099",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9400,만안초교,"4,566","4,403",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9349,안양대교앞,"4,887","9,669",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9307,농협.KT석수지점,"4,886","5,835",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),13235,석수현대아파트,"3,586","3,712",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9276,관악역,"1,088","1,742",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001775,석수체육공원.자동차학원,"1,072","1,380",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001778,대림.LG아파트,"2,069","4,757",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001780,석수역,"10,432","5,376",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),74926,시흥유통센터,"6,292","3,836",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),74927,박미삼거리.국립전통예술중고,"8,496","5,883",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),10700,시흥사거리,"10,401","4,992",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001667,금천구청.금천경찰서,"6,124","2,259",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),10661,말미고개,"4,845","4,150",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),74931,금천우체국,"10,481","5,471",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),74932,문성초등학교,"5,309","4,719",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),10718,구로디지털단지역,"13,102","30,448",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),71357,동작상떼빌아파트,"2,134","2,621",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9274,신대방경남아파트,"5,488","5,668",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),74934,신대방현대아파트,"7,524","4,411",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),74935,보라매공원,"6,699","6,141",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8002147,동작세무서,"4,816","7,536",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8003058,강남중학교,"5,294","3,777",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),72789,서울지방병무청앞,"3,807","2,880",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9612,공군호텔,"5,573","7,946",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),74937,대방역,565,"15,026",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001614,현대아파트,782,"8,051",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9036730,노량진수산시장.CTS기독교TV,338,"10,998",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9036729,노량진역,192,"7,365",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9036732,노들역,16,"2,120",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001610,노들역,"8,956",186,2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9036728,노량진역,"10,086",294,2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001612,노량진수산시장.CTS기독교TV,"13,282",668,2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001613,현대아파트.유한양행,"4,069",748,2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8501289,대방역1번출구앞,"14,655","2,345",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9595,공군호텔,"7,531","6,273",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001264,서울지방병무청,"5,154","5,595",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),74913,보라매역.동작세무서,"11,121","7,633",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),74914,보라매공원,"3,936","7,089",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),74915,경남아너스빌아파트,"4,691","6,696",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9279,강남성심병원.대림성모병원,"5,952","6,378",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8002146,서울영림초등학교,"3,392","5,266",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8000652,구로디지털단지역,"22,101","7,711",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),74917,문성초등학교,"3,516","6,384",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001573,금천우체국,"6,747","8,072",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),74919,말미고개,"2,480","5,418",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),74920,금천구청.금천경찰서,"2,432","6,522",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),10695,시흥사거리,"7,425","8,782",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),74922,박미삼거리.국립전통예술중고,"4,928","4,594",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),74923,시흥유통센터,"4,886","8,311",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),10730,석수역,"8,233","9,074",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001779,대림.LG아파트,"2,054","1,248",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001776,석수체육공원.자동차학원,"1,229","1,503",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9263,관악역,"1,240","2,620",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001781,석수시장.석수현대아파트,"7,474","7,096",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9340,안양대교,"9,045","4,652",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9404,신협,"4,198","3,758",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9450,안양여중고,"2,445","4,128",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8002113,시외버스터미널.교보생명,"7,563","12,202",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9544,안양중앙시장,"16,210","8,332",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001785,서안양우체국,"5,024","3,957",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9697,농림축산검역본부,"2,461","3,052",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9752,만안구청,"3,643","4,335",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001762,성결대.안양아트센터.명학역,"5,683","2,749",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9848,명학초교,"1,149","1,484",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9909,미도아파트.메트로병원,"2,349","1,203",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001759,산본고가도로,"2,150","1,994",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001786,산본1동,"1,819","4,858",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001067,금정역,"24,107","7,288",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001756,금정가구거리,"1,113","2,458",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),15507,천지사입구,965,"4,375",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001787,군포G샘병원,"2,172","9,491",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),10013,군포중학교,"1,012","4,930",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),10007,군포1동주민센터.군포역,"3,413","10,523",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9985,당동우체국,"2,205","10,283",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),14750,군포초등학교,668,"6,787",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8001788,군포시평생학습원,"1,086","3,221",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9921,당동주공아파트,72,"3,593",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),9900,용호고등학교,247,"2,904",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8501313,안양컨트리클럽,52,"3,170",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8501560,복합화물터미널후문입구,68,"10,101",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),8501561,삼성마을5단지,8,"1,555",2020-04-03 11:28
2020-03-01,41110044,5531,5531번(군포공영차고지~노량진),7000044,군포공영차고지,5,918,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),16087,광명차고지,818,5,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),75837,하안버스공영차고지,"3,580",52,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),8001571,하안소방파출소,"9,300",150,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),14541,광명농협,"10,415",410,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),10618,독산동우시장,"4,480","3,063",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),74931,금천우체국,"5,819","3,350",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),74932,문성초등학교,"2,237","2,523",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),10718,구로디지털단지역,"3,319","19,150",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),71357,동작상떼빌아파트,513,657,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),10790,대림동우체국,566,"1,748",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),10738,흰돌교회,874,"1,718",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),10696,대동초등학교,"1,102","2,245",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),10715,대림동우성아파트,"2,093","1,643",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),10769,신길5동새마을금고우리시장,"1,191",703,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),14564,새길어린이집.신풍역3번출구,800,602,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),14630,대길초등학교,"1,497",462,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),8001578,미보빌딩,984,546,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),14632,대방천사거리,293,536,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),8002147,동작세무서,"4,206",462,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),8003058,강남중학교,"3,116",772,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),72789,서울지방병무청앞,"1,495",641,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),9612,공군호텔,"3,620","1,284",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),8002595,샛강역.앙카라공원,"2,003","5,429",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),9791,진주아파트,445,"1,770",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),8001536,여의동주민센터,390,"2,603",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),74029,63빌딩.가톨릭대학교여의도성모병원,"4,029","7,480",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),74030,여의도중학교,180,"1,646",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),74031,여의나루역,"1,598","4,412",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),75811,여의도순복음교회,"2,235","3,268",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),72795,여의도공원,"1,424",260,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),9767,여의나루역,"6,347",978,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),9855,여의도중학교,744,604,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),8000471,63빌딩.가톨릭대학교여의도성모병원,"8,209","4,605",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),8001535,여의동주민센터,"1,547",579,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),74604,KBS별관,"7,351","2,023",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),9595,공군호텔,"2,172","5,070",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),8001264,서울지방병무청,"1,185","2,403",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),14595,대방천사거리,824,"3,570",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),71167,보라매공원입구,399,"1,004",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),71168,대길초등학교,275,"1,089",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),8001577,신풍역신길6동주민센터,245,"1,449",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),14588,새길어린이집.신풍역3번출구,289,813,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),10770,신길5동새마을금고,"1,024","1,555",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),10723,대림동우성아파트,"2,648","1,548",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),13624,대동초등학교,"3,112",959,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),8001576,흰돌교회,"1,078",691,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),8001575,대림동우체국,951,460,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),8001574,서울영림초등학교,"1,021",592,2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),8000652,구로디지털단지역,"12,668","2,761",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),74917,문성초등학교,"2,084","2,348",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),8001573,금천우체국,"4,800","3,096",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),10646,독산동우시장,"2,512","3,746",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),10457,광명농협,90,"11,895",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),8001572,하안소방파출소,80,"8,082",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),75883,하안버스공영차고지,4,"1,777",2020-04-03 11:28
2020-03-01,41110047,5534,5534번(광명공영차고지~여의도),16088,광명공영차고지종점,1,279,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),16087,광명차고지,408,5,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),75837,하안버스공영차고지,355,11,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),10408,광명우체국,745,47,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),10393,하안2동주민센터.하안주공1.2.3.4단지,"1,934",70,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),10428,하안4동주민센터.하안주공4.10단지,"2,860",104,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),8001239,하안사거리.7단지,"4,844",280,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),10495,하안주공8.13단지,"2,462",305,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),10513,아파트형공장,"1,940",577,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),10532,독산1동한신코아,"5,608",930,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),10550,독산주공14단지,"2,074",92,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),8300552,독산근린공원,"4,305",345,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),10618,독산동우시장,"4,304","3,086",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),8002115,홈플러스금천점,"2,173","4,142",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),10674,남문시장.청춘삘딩,"2,251","1,733",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),10681,독산고개,"2,526","1,182",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),71349,모두의학교.금천문화예술정보학교,"3,498","4,227",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),71350,관악구보훈회관.신림푸르지오,"2,871","1,705",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9413,난곡입구,"3,239","2,557",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),8501261,호림박물관,"1,795","1,217",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9531,남서울중학교.성보중고등학교,"2,573","2,462",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),7000004,신림사거리.신원시장,"3,532","12,875",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),72782,패션문화의거리입구,"5,435","5,503",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9742,당곡중학교,"1,570","1,632",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9856,은천교,"1,981","2,343",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9899,봉일시장,"4,043","2,245",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9960,은천초등학교,"2,805","2,134",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),8001792,두산.벽산아파트.서울관광고등학교,"2,517","3,804",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),15225,현대시장,"3,992","2,713",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),76423,구암초등학교,"2,714",661,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),76424,경향렉스빌.롯데캐슬,"3,212","2,922",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),76425,상도4동약수맨션,"6,507","2,577",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),76426,신상도초등학교,"3,503",890,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),13372,상도2동아이파크.포스코더샵아파트,"4,218","2,709",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9915,7호선장승배기역.상도2치안센터,"2,096","6,963",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9927,청화병원,"2,187","2,233",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9929,동작구청.노량진초등학교앞,461,"3,433",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9950,노량진역,519,"19,544",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),8001032,사육신공원,58,"1,125",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),8300554,노들역,26,582,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),78258,노들역,"3,039",73,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),8000807,사육신공원,681,117,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),8002655,노량진역,"15,795",412,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9926,동작구청.노량진초등학교앞,"3,700",565,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9924,장성교회,"2,708",680,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),8002335,7호선장승배기역.상도2치안센터,"9,337","3,807",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),13371,상도2동아이파크.포스코더샵아파트,"1,096","4,926",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),76436,신상도초등학교,"1,277","5,123",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),76431,상도4동약수맨션,"3,627","3,427",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),76432,경향렉스빌.롯데캐슬,"1,619","1,498",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),76433,은천동벽산블루밍아파트105동,452,"2,802",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),15906,현대시장,"1,967","3,902",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),8001793,벽산.두산아파트.서울관광고등학교,"2,899","3,188",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9956,은천초등학교,"1,201","3,106",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9892,봉일시장,"2,541","3,393",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9849,은천교,"1,615","1,680",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9785,당곡중학교,819,"1,501",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9635,롯데관악점.건강보험관악지사,"2,373","4,549",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9623,롯데관악점.건강보험관악지사,"4,793",447,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9685,봉천교,"1,062",925,2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9704,패션문화의거리입구,"3,913","2,665",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),8003055,신림사거리.신림역,"14,533","4,612",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9558,남부초등학교,"2,223","2,356",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9476,호림박물관,995,"1,420",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),9411,난곡입구,"2,576","2,391",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),71353,관악구보훈회관.신림푸르지오,"3,596","1,936",2020-04-03 11:28
2020-03-01,41110048,5535,5535번(하안동~노량진),8002111,천주교성령봉사회관.등불교회,802,"1,428",2020-04-03 11:28
